strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw,flowering_time_days_clean,height_indoor_cm_clean,height_outdoor_cm_clean,yield_indoor_g_m2_clean,yield_outdoor_g_plant_clean,total_grow_time_days_clean,ruderalis_percentage_clean,filial_type_clean,breeding_status_clean,strain_name_normalized,aka_names_clean,strain_name_no_aka,similar_spelling_clean,is_autoflower_clean,autoflower_seed_to_harvest_days_min_clean,autoflower_seed_to_harvest_days_max_clean,strain_name_extracted
0a26af46-af8d-4a80-8391-7f789e40d37f,north_atlantic,Zinfandel,,,100,,,,,,Buy Zinfandel Auto [LIMITED] online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/4a1292099e6aaa1f.html,,2026-01-12T14:54:56.400010,,https://www.northatlanticseed.com/product/zinfandel-auto-limited/,,,,,0,0,,,,,,,,,,,,,,zinfandel,,Zinfandel,zinfandel,TRUE,,,Zinfandel
c7634609-52f6-45b9-8ead-18a67ae95bdf,north_atlantic,Zilly String (F),,,100,,,,,,Buy Zilly String (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/6cbe29b1de76e64f.html,,2026-01-12T14:54:56.609048,,https://www.northatlanticseed.com/product/zilly-string-f/,,4,,,0,0,,,,,,,,,,,,,,zilly string (f),,Zilly String (F),zillystringf,FALSE,,,Zilly String
3e3fedd6-f77d-42d1-83b0-9d713922ddd0,north_atlantic,Zillions (F),,,100,,,,,,Buy Zillions (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/cb732d74513f4b2f.html,,2026-01-12T14:54:56.797685,,https://www.northatlanticseed.com/product/zillions-f/,,3,,,32,32,,,,,,,,,,,,,,zillions (f),,Zillions (F),zillionsf,FALSE,,,Zillions
03cb91c5-30e2-414b-9780-85030dfacdbd,north_atlantic,Zilk (F) [LIMITED] [LIT 4/20 DROP],,,100,,,,,,Buy Zilk (F) [LIMITED] [LIT 4/20 DROP] online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/7944d4d782b18ceb.html,,2026-01-12T14:54:56.992933,,https://www.northatlanticseed.com/product/zilk-f-limited-lit-4-20-drop/,,,,,0,0,,,,,,,,,,,,,,zilk (f) [limited] [lit 4/20 drop],,Zilk (F) [LIMITED] [LIT 4/20 DROP],zilkflimitedlit420drop,FALSE,,,Zilk F
86de5a4e-9342-4cfc-847b-9959f410d326,north_atlantic,Z (F),,,2,,,,,,Buy Z (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/6a4306405dbd09d9.html,,2026-01-12T14:54:57.198489,,https://www.northatlanticseed.com/product/z-f/,,5,,,0,0,,,,,,,,,,,,,,z (f),,Z (F),zf,FALSE,,,Z
934b0d92-de2d-4924-ba95-bdbdddb939fc,north_atlantic,Zerum (F),,,100,,,,,,Buy Zerum (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/4ca50c78842e39bf.html,,2026-01-12T14:54:57.393846,,https://www.northatlanticseed.com/product/zerum-f/,,,,,0,0,,,,,,,,,,,,,,zerum (f),,Zerum (F),zerumf,FALSE,,,Zerum
4015a524-f3e2-412b-8c3e-8aa484c82ffa,north_atlantic,Zero Gravity x Devil Driver (F),,,100,,,,,,Buy Zero Gravity x Devil Driver (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/26e515354cb3ba85.html,,2026-01-12T14:54:57.562194,,https://www.northatlanticseed.com/product/zero-gravity-x-devil-driver-f/,,,,,0,0,,,,,,,,,,,,,,zero gravity x devil driver (f),,Zero Gravity x Devil Driver (F),zerogravityxdevildriverf,FALSE,,,Zero Gravity X Devil Driver
3c3d1bb7-c211-496c-9099-a79060a2424e,north_atlantic,Zero Gravity x DanteÃ¢ÂÂs Inferno (F),,,100,,,,,,Buy Zero Gravity x DanteÃ¢ÂÂs Inferno (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/f3e6511047a4e55b.html,,2026-01-12T14:54:57.735644,,https://www.northatlanticseed.com/product/zero-gravity-x-dantes-inferno/,,,,,0,0,,,,,,,,,,,,,,zero gravity x danteã¢ââs inferno (f),,Zero Gravity x DanteÃ¢ÂÂs Inferno (F),zerogravityxdanteãââsinfernof,FALSE,,,Zero Gravity X Dantes Inferno
f0ace5f3-6a57-436e-9ac9-d4e0cc7acd4b,north_atlantic,DISCONTINUED (temporarily) Zenith (F) [LIMITED],,,100,,,,,,Buy DISCONTINUED (temporarily) Zenith (F) [LIMITED] online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/56d77dd06672cb22.html,,2026-01-12T14:54:57.953807,,https://www.northatlanticseed.com/product/zenith-f/,,6,,,0,0,,,,,,,,,,,,,,discontinued (temporarily) zenith (f) [limited],,DISCONTINUED (temporarily) Zenith (F) [LIMITED],discontinuedtemporarilyzenithflimited,FALSE,,,Zenith
a1e10dc2-0e02-4b05-8f73-e47eee2b6ca1,north_atlantic,Pretty Wicked,,,100,,,,,,Buy Pretty Wicked Auto [Formerly Zazzafraz F2 Auto] online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,FALSE,html/be0769fbc41599d1.html,,2026-01-12T14:54:58.141220,,https://www.northatlanticseed.com/product/pretty-wicked-auto-formerly-zazzafraz-f2-auto/,,,,,0,0,,,,,,,,,,,,,,pretty wicked,,Pretty Wicked,prettywicked,TRUE,,,Pretty Wicked Formerly Zazzafraz
