strain_id,thc_raw,genetics_raw,flowering_raw,yield_raw,thc_min,thc_max,thc_avg,cbd_min,cbd_max,cbd_avg,flowering_days_min,flowering_days_max,flowering_days_avg,height_indoor_cm_min,height_indoor_cm_max,height_outdoor_cm_min,height_outdoor_cm_max,yield_indoor_g_m2_min,yield_indoor_g_m2_max,yield_outdoor_g_plant_min,yield_outdoor_g_plant_max
45d29796-cb4f-4c00-95a4-f6240eb24a1a,,,,,,,,,,,,,,,,,,,,,
24e704d2-99ff-426f-924d-e4f327fb7eec,,,,,,,,,,,,,,,,,,,,,
fc4a377d-1dfe-4e2f-9919-6c0893f17adf,,,,,,,,,,,,,,,,,,,,,
7566daad-e1ba-4d74-96d0-8ffda4045e1f,,,,,,,,,,,,,,,,,,,,,
aeb3c372-b127-4170-9690-ef64704dded1,,,,,,,,,,,,,,,,,,,,,
01f706ad-b629-4e78-96b0-c7e337c672e8,,,,,,,,,,,,,,,,,,,,,
05eab13b-10a0-4e60-b717-f537308fff3d,,,,,,,,,,,,,,,,,,,,,
06ed57f7-f30b-41a3-9672-c2ae9111b876,,,,,,,,,,,,,,,,,,,,,
09697530-71af-43dc-bdad-b8e08f0a8a49,,,,,,,,,,,,,,,,,,,,,
09f64001-d58e-42d3-a177-24f34b9447e7,,,,,,,,,,,,,,,,,,,,,
