seed_bank,breeder_name,source_url,scraped_at,url_domain,extraction_version,meta_viewport,meta_robots,meta_description,meta_og_locale,meta_og_type,meta_og_title,meta_og_description,meta_og_url,meta_og_site_name,meta_article_modified_time,meta_og_image,meta_og_image_width,meta_og_image_height,meta_og_image_type,meta_twitter_card,meta_twitter_title,meta_twitter_description,meta_twitter_image,meta_twitter_label1,meta_twitter_data1,meta_og_availability,meta_product_availability,meta_product_retailer_item_id,meta_product_condition,meta_ti_site_data,meta_generator,meta_msapplication_tileimage,meta_referrer,page_title,spec_genetics,spec_thc_level,spec_cbd_level,spec_category_type,spec_flowering_time,spec_indoor_height,spec_outdoor_height,spec_harvest_time,spec_indoor_yields,spec_outdoor_yields,prices_usd,min_price_usd,max_price_usd,avg_price_usd,price_count_usd,package_sizes,min_package_size,max_package_size,thc_min,thc_max,thc_range,thc_average,cbd_min,cbd_max,cbd_range,flowering_min,flowering_max,flowering_time,effects_all,primary_effect,effects_mental,effects_physical,product_images,total_image_count,has_awards,genetics_lineage,is_hybrid,strain_name,extraction_methods_used,method_count,data_completeness_score,market_tier,total_fields_captured,yield_amount,yield_unit,yield_min,yield_max,yield_range,spec_taste_and_smell,spec_growing_level,spec_terpenes,effects_social,sativa_percentage,indica_percentage,dominant_type,effects_appetite,awards,award_count,meta_twitter_label2,meta_twitter_data2,meta_product_price_amount,meta_product_price_currency
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/feminized-seeds/white-wedding-strain-feminized-marijuana-seeds/,2026-01-13T11:14:53.378374,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","White Wedding is a balanced hybrid with 25% THC, offering growers an easy-to-grow strain that delivers a potent, smooth, and well-rounded high.",en_US,product,White Wedding Strain Feminized Marijuana Seeds | Crop King Seeds,"White Wedding is a balanced hybrid with 25% THC, offering growers an easy-to-grow strain that delivers a potent, smooth, and well-rounded high.",https://www.cropkingseeds.com/feminized-seeds/white-wedding-strain-feminized-marijuana-seeds/,Crop King Seeds,2025-10-24T00:11:19+00:00,https://www.cropkingseeds.com/wp-content/uploads/2024/07/WHITE-WEDDING.jpg,592,1000,image/jpeg,summary_large_image,White Wedding Strain Feminized Marijuana Seeds | Crop King Seeds,"White Wedding is a balanced hybrid with 25% THC, offering growers an easy-to-grow strain that delivers a potent, smooth, and well-rounded high.",https://www.cropkingseeds.com/wp-content/uploads/2024/07/WHITE-WEDDING.jpg,Availability,In stock,instock,instock,NOSKU | W-0141,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmZlbWluaXplZC1zZWVkcyUyRndoaXRlLXdlZGRpbmctc3RyYWluLWZlbWluaXplZC1tYXJpanVhbmEtc2VlZHMlMkYifQ==,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Buy White Wedding Strain Feminized Marijuana Seeds | Crop King Seeds,Wedding Cake and Girl Scout Cookies,25%,Low,Balanced Hybrid,8-10 weeks,Medium (5 to 8 FT),Medium (5 to 8 FT),September,14 oz/m2,18 – 21 oz/plant,"10.0, 20.0, 65.0, 200.0, 420.0",10,420,169.38,8,"5, 10, 25",5,25,20,28,20-28%,24,0.1,0.2,0.1-0.2%,7,8,7-8 weeks,"euphoric, relaxing, body",euphoric,euphoric,"relaxing, body","https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2024/07/WHITE-WEDDING-412x696.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2024/07/WHITE-WEDDING-220x372.jpg",29,FALSE,to elevate your cultivation experience,TRUE,White Wedding Strain,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,53.2,Standard,76,,,,,,,,,,,,,,,,,,,
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/feminized-seeds/ice-cream-sundae-strain-feminized-marijuana-seeds/,2026-01-13T11:14:53.692892,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Ice Cream Sundae is a deliciously unique strain that offers a rewarding cannabis experience, perfect for elevating your growth and enjoyment.",en_US,product,Buy Ice Cream Sundae Strain Feminized Marijuana Seeds | Crop King Seeds,"Ice Cream Sundae is a deliciously unique strain that offers a rewarding cannabis experience, perfect for elevating your growth and enjoyment.",https://www.cropkingseeds.com/feminized-seeds/ice-cream-sundae-strain-feminized-marijuana-seeds/,Crop King Seeds,2025-10-23T00:33:46+00:00,https://www.cropkingseeds.com/wp-content/uploads/2024/08/ice-cream-sundae.jpg,592,1000,image/jpeg,summary_large_image,Buy Ice Cream Sundae Strain Feminized Marijuana Seeds | Crop King Seeds,"Ice Cream Sundae is a deliciously unique strain that offers a rewarding cannabis experience, perfect for elevating your growth and enjoyment.",https://www.cropkingseeds.com/wp-content/uploads/2024/08/ice-cream-sundae.jpg,Availability,In stock,instock,instock,NOSKU | I-0023,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmZlbWluaXplZC1zZWVkcyUyRmljZS1jcmVhbS1zdW5kYWUtc3RyYWluLWZlbWluaXplZC1tYXJpanVhbmEtc2VlZHMlMkYifQ==,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Buy Ice Cream Sundae Strain Feminized Marijuana Seeds | Crop King Seeds,Sundae Driver and Gelato 33,18-22%,1%,Balanced Hybrid,9-10 weeks,Medium (5 to 8 FT),Medium (5 to 8 FT),October,425g/m2,550g/plant,"10.0, 20.0, 65.0, 200.0, 420.0",10,420,169.38,8,"5, 10, 25",5,25,20,25,20-25%,22.5,0.1,0.2,0.1-0.2%,8,9,8-9 weeks,"uplifting, relaxing",uplifting,uplifting,relaxing,"https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2024/08/ice-cream-sundae-412x696.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2024/08/ice-cream-sundae-220x372.jpg",28,FALSE,Sundae Driver and Gelato 33,FALSE,Ice Cream Sundae Strain,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,53.2,Standard,77,425,g,,,,,,,,,,,,,,,,,
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/feminized-seeds/watermelon-sorbet-strain-feminized-marijuana-seeds/,2026-01-13T11:14:53.970014,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Watermelon Sorbet is a balanced hybrid with 18% THC, offering a refreshing, euphoric high that’s smooth and energizing without heavy sedation.",en_US,product,Buy Watermelon Sorbet Strain Feminized Marijuana Seeds | Crop King Seeds,"Watermelon Sorbet is a balanced hybrid with 18% THC, offering a refreshing, euphoric high that’s smooth and energizing without heavy sedation.",https://www.cropkingseeds.com/feminized-seeds/watermelon-sorbet-strain-feminized-marijuana-seeds/,Crop King Seeds,2025-10-23T00:14:45+00:00,https://www.cropkingseeds.com/wp-content/uploads/2024/08/watermelon-sorbet-strain.jpg,592,1000,image/jpeg,summary_large_image,Buy Watermelon Sorbet Strain Feminized Marijuana Seeds | Crop King Seeds,"Watermelon Sorbet is a balanced hybrid with 18% THC, offering a refreshing, euphoric high that’s smooth and energizing without heavy sedation.",https://www.cropkingseeds.com/wp-content/uploads/2024/08/watermelon-sorbet-strain.jpg,Availability,In stock,instock,instock,NOSKU | W-0031,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmZlbWluaXplZC1zZWVkcyUyRndhdGVybWVsb24tc29yYmV0LXN0cmFpbi1mZW1pbml6ZWQtbWFyaWp1YW5hLXNlZWRzJTJGIn0=,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Buy Watermelon Sorbet Strain Feminized Marijuana Seeds | Crop King Seeds,Watermelon Zkittlez and Sherbert,18%,0%,Balanced Hybrid,8-10 weeks,Small (0-4 FT),Medium (5 to 8 FT),late September to early October,400-500 g/m2,16 oz/plant,"10.0, 20.0, 65.0, 200.0, 420.0",10,420,169.38,8,"5, 10, 25",5,25,17,19,17-19%,18,0.48,1.2,0.48-1.2%,8,9,8-9 weeks,"euphoric, uplifting, energetic",euphoric,"euphoric, uplifting, energetic",,"https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2024/08/watermelon-sorbet-strain-412x696.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2024/08/watermelon-sorbet-strain-220x372.jpg",28,FALSE,Watermelon Zkittlez and Sherbert,FALSE,Watermelon Sorbet Strain,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,53.2,Standard,74,,,,,,,,,,,,,,,,,,,
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/feminized-seeds/grape-stomper-strain-feminized-marijuana-seeds/,2026-01-13T11:14:54.297802,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Grape Stomper is a slightly Sativa-dominant hybrid with 16-22% THC and up to 1% CBD, offering growers a rewarding and balanced cultivation experience.",en_US,product,Grape Stomper Strain Feminized Marijuana Seeds | Crop King Seeds,"Grape Stomper is a slightly Sativa-dominant hybrid with 16-22% THC and up to 1% CBD, offering growers a rewarding and balanced cultivation experience.",https://www.cropkingseeds.com/feminized-seeds/grape-stomper-strain-feminized-marijuana-seeds/,Crop King Seeds,2025-10-24T00:05:33+00:00,https://www.cropkingseeds.com/wp-content/uploads/2024/06/GRAPE-STOMPER.jpg,533,900,image/jpeg,summary_large_image,Grape Stomper Strain Feminized Marijuana Seeds | Crop King Seeds,"Grape Stomper is a slightly Sativa-dominant hybrid with 16-22% THC and up to 1% CBD, offering growers a rewarding and balanced cultivation experience.",https://www.cropkingseeds.com/wp-content/uploads/2024/06/GRAPE-STOMPER.jpg,Availability,In stock,instock,instock,NOSKU | G-0359,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmZlbWluaXplZC1zZWVkcyUyRmdyYXBlLXN0b21wZXItc3RyYWluLWZlbWluaXplZC1tYXJpanVhbmEtc2VlZHMlMkYifQ==,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Buy Grape Stomper Strain Feminized Marijuana Seeds | Crop King Seeds,"Chemdog, Sour Diesel, Purple Elephant",16%-22%,Up to 1%,Sativa Dominant Hybrid,9-10 weeks,Medium (5 to 8 FT),Medium (5 to 8 FT),Mid-October,400-600g/m²,550-900g/plant,"10.0, 20.0, 65.0, 200.0, 420.0",10,420,169.38,8,"5, 10, 25",5,25,17,29,17-29%,23,0.43,0.6,0.43-0.6%,7,8,7-8 weeks,creative,creative,creative,,"https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2024/06/GRAPE-STOMPER-412x696.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2024/06/GRAPE-STOMPER-220x371.jpg",29,FALSE,"make it a breeze to grow, especially for those with a bit of experience under their belt, and its flowering period of 9-",TRUE,Grape Stomper Strain,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,61.1,Professional,79,,g,400,600,400-600 g,,,,,,,,,,,,,,
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/feminized-seeds/blockhead-feminized-seeds/,2026-01-13T11:14:54.711186,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Blockhead Feminized is an indica-dominant strain with 17-23% THC, blending Sweet Tooth and a mystery variety for a smooth, balanced experience.",en_US,product,Blockhead Feminized Seeds | Crop King Seeds,"Blockhead Feminized is an indica-dominant strain with 17-23% THC, blending Sweet Tooth and a mystery variety for a smooth, balanced experience.",https://www.cropkingseeds.com/feminized-seeds/blockhead-feminized-seeds/,Crop King Seeds,2025-12-02T02:35:57+00:00,https://www.cropkingseeds.com/wp-content/uploads/2025/06/blockhead-strain_compressed.jpg,700,900,image/jpeg,summary_large_image,Blockhead Feminized Seeds | Crop King Seeds,"Blockhead Feminized is an indica-dominant strain with 17-23% THC, blending Sweet Tooth and a mystery variety for a smooth, balanced experience.",https://www.cropkingseeds.com/wp-content/uploads/2025/06/blockhead-strain_compressed.jpg,Availability,In stock,instock,instock,NOSKU | B-0296,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmZlbWluaXplZC1zZWVkcyUyRmJsb2NraGVhZC1mZW1pbml6ZWQtc2VlZHMlMkYifQ==,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Blockhead Feminized Seeds | Crop King Seeds,Sweet Tooth x Unknown Strain,17-23%,Low,Indica Dominant Hybrid,8-10 weeks,Small (0-4 FT),Medium (5 to 8 FT),Mid to Late October,Heavy yield (approximately 500 grams/m₴),High yield (approximately 600 grams/plant),"10.0, 20.0, 65.0, 200.0, 420.0",10,420,169.38,8,"3, 5, 10, 25",3,25,20,28,20-28%,24,0.1,0.2,0.1-0.2%,8,9,8-9 weeks,,,,,"https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2025/06/blockhead-strain_compressed-412x530.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2025/06/blockhead-strain_compressed-220x283.jpg",30,FALSE,Sweet Tooth x Unknown Strain,TRUE,Blockhead,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,48.4,Standard,75,500,g,,,,"Blueberry, Lemon, Pine, Sweet",,,,,,,,,,,,,
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/autoflowering-seeds/dutch-treat-autoflowering-marijuana-seeds/,2026-01-13T11:14:55.095343,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Dutch Treat autoflower seeds offer a woody-pine flavor, 10–15% THC, an 8–10 week finish, and high indoor yields for compact, resinous plants.",en_US,product,Dutch Treat Autoflower Seeds – Fast Resin-Pine | 15% THC,"Dutch Treat autoflower seeds offer a woody-pine flavor, 10–15% THC, an 8–10 week finish, and high indoor yields for compact, resinous plants.",https://www.cropkingseeds.com/autoflowering-seeds/dutch-treat-autoflowering-marijuana-seeds/,Crop King Seeds,2025-10-24T02:47:50+00:00,https://www.cropkingseeds.com/wp-content/uploads/2021/10/Dutch-Treat.jpg,700,900,image/jpeg,summary_large_image,Dutch Treat Autoflower Seeds – Fast Resin-Pine | 15% THC,"Dutch Treat autoflower seeds offer a woody-pine flavor, 10–15% THC, an 8–10 week finish, and high indoor yields for compact, resinous plants.",https://www.cropkingseeds.com/wp-content/uploads/2021/10/Dutch-Treat.jpg,Availability,In stock,instock,instock,CKS-A5521-G | D-0243,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmF1dG9mbG93ZXJpbmctc2VlZHMlMkZkdXRjaC10cmVhdC1hdXRvZmxvd2VyaW5nLW1hcmlqdWFuYS1zZWVkcyUyRiJ9,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Dutch Treat Autoflower Seeds – Fast Resin-Pine | 15% THC,Northern Lights x Haze x Ruderalis,10-15%,0.20%,Sativa Dominant Hybrid,8-10 weeks,Small (0-4 FT),Small (0-4 FT),September,400-500g/m2,10-200g/plant,"10.0, 65.0",10,65,37.5,2,"5, 10, 25",5,25,11,16,11-16%,13.5,1.5,4,1.5-4%,8,9,8-9 weeks,happy,happy,happy,,"https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2021/10/Dutch-Treat-412x530.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876-768x51.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2021/10/Dutch-Treat-220x283.jpg",34,FALSE,Northern Lights x Haze x Ruderalis,TRUE,Dutch Treat,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,53.2,Standard,78,,,,,,"Earthy, Fruity, Herbal, Pine, Spicy, Sweet",Moderate,"Myrcene, Ocimene, Terpinolene",,,,,,,,,,,
Crop King Seeds,Crop King Seeds,https://www.cropkingseeds.com/autoflowering-seeds/face-fat-strain-autoflowering-feminized-marijuana-seeds/,2026-01-13T11:14:55.434689,www.cropkingseeds.com,2,"width=device-width, initial-scale=1","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Face Fat autoflowering feminized seeds produce a potent, fuel-flavored indica with 16–26% THC and a fast 9–10 week flowering time, ideal for autoflower",en_US,product,Face Fat Autoflowering Feminized Marijuana Seeds | Crop King Seeds,"Face Fat autoflowering feminized seeds produce a potent, fuel-flavored indica with 16–26% THC and a fast 9–10 week flowering time, ideal for autoflower",https://www.cropkingseeds.com/autoflowering-seeds/face-fat-strain-autoflowering-feminized-marijuana-seeds/,Crop King Seeds,2025-10-25T00:46:37+00:00,https://www.cropkingseeds.com/wp-content/uploads/2023/11/Face-Fat.jpg,700,900,image/jpeg,summary_large_image,Face Fat Autoflowering Feminized Marijuana Seeds | Crop King Seeds,"Face Fat autoflowering feminized seeds produce a potent, fuel-flavored indica with 16–26% THC and a fast 9–10 week flowering time, ideal for autoflower",https://www.cropkingseeds.com/wp-content/uploads/2023/11/Face-Fat.jpg,Availability,In stock,instock,instock,CKS-A6905 | F-0005,new,eyJyIjoiMTowITc6MCEzMDowIiwibyI6Imh0dHBzOlwvXC93d3cuY3JvcGtpbmdzZWVkcy5jb21cL3dwLWFkbWluXC9hZG1pbi1hamF4LnBocD9hY3Rpb249dGlfb25saW5lX3VzZXJzX2dvb2dsZSZwPSUyRmF1dG9mbG93ZXJpbmctc2VlZHMlMkZmYWNlLWZhdC1zdHJhaW4tYXV0b2Zsb3dlcmluZy1mZW1pbml6ZWQtbWFyaWp1YW5hLXNlZWRzJTJGIn0=,"Elementor 3.25.10; features: e_font_icon_svg, additional_custom_breakpoints, e_optimized_control_loading; settings: css_print_method-internal, google_font-enabled, font_display-swap",https://www.cropkingseeds.com/wp-content/uploads/2020/02/fav.png,no-referrer-when-downgrade,Face Fat Autoflowering Feminized Marijuana Seeds | Crop King Seeds,GMO Auto x Fatso Auto,16-26%,N/A,Indica Dominant Hybrid,9-10 weeks,N/A,N/A,N/A,N/A,N/A,"10.0, 65.0",10,65,37.5,2,"5, 10, 25",5,25,25,27,25-27%,26,0.3,0.56,0.3-0.56%,8,9,8-9 weeks,"euphoric, creative, happy",euphoric,"euphoric, creative, happy",,"https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/catalogue-r1it3onp0kld03i7glaeusor6nlm248zxkdg61tnaq.webp, https://www.cropkingseeds.com/wp-content/uploads/2019/12/cks-logo-150x173.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-4.png, https://www.cropkingseeds.com/wp-content/uploads/2019/12/button-5.png, https://www.cropkingseeds.com/wp-content/uploads/elementor/thumbs/cks-logo-qd9bu61f9a4lff5yf6zc7t998kzlqk940tadd8ldvi.png, https://www.cropkingseeds.com/wp-content/uploads/2023/11/Face-Fat-412x530.jpg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073931.344876-768x51.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/ImportedPhoto.753073940.923588.jpeg, https://www.cropkingseeds.com/wp-content/uploads/2020/01/mini-icon.png, https://www.cropkingseeds.com/wp-content/uploads/2023/11/Face-Fat-220x283.jpg",35,FALSE,GMO Auto x Fatso Auto,TRUE,Face Fat,"['Meta Tags', 'Tables', 'Pricing', 'Cannabis Data', 'Media Assets', 'Awards', 'Genetics']",7,53.2,Standard,78,,,,,,Fuel,N/A,N/A,,,,,,,,,,,
