seed_bank,source_url,description,genetics_lineage,vegetative_time,aroma,strain_name
Compound Genetics,https://seeds.compound-genetics.com/products/compound-genetics-x-method-seven,"We are very excited to announce that we've teamed up with Method Seven to bring you a limited edition Compound version of their beloved evolution glasses. The Evolution is a flat frame style colored in a sea glass blue with a matte finish. The iconic Tiger Moon Compound logo is painted on the temples. Equipped with the exclusive FX2 lens engineered for LEDs, the Compound Evolution is also incredible outside. Whether you’re a grower or simply looking for a pair of unique sunglasses to elevate your style, the Compound Genetics Evolution FX2 is genuinely one of a kind.Limited edition of only 300!",Potency: Flower Time: Vegetative Time: Aroma:,Aroma:,,Compound Genetics X Method Seven
